--------- beginning of main
09-10 12:06:42.024  3972  3989 I ArchitectureSpikeTest: Staging Qwen fixture (986048768 bytes)
09-10 12:08:16.232  3972  3989 I LlamaTranslationBridge: generate raw=[3] That kind-hearted Gunman...\n[0] There was a Gunman who wiped out all the Mafia in that town that arose from revenge...\n---\n[0] There was a Gunman who wiped out all the Mafia in that town that arose from revenge...\n[3] That kind-hearted Gunman...\n---\n[1] The people in the town were afraid of his power...\n[4] They are still prowling around as ghosts, killing bad guys...\n[5] Is he really like that...?\n---\n[1] The people in the town were afraid of his power...\n[4] They are still prowling around as ghosts, killing bad guys...\n[5] Is he really like that...?\n[2] He chased them out of the town by burning their eyes and stitching their eyelids shut...\n---\n[2] He chased them out of the town by burning their eyes and stitching their eyelids shut\n[4] They are still prowling around as ghosts, killing bad guys...
09-10 12:08:16.236  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=tojime-narration bubbles=6 durationMs=3203 pssKb=2161305 covered=6 sourceEchoes=0
09-10 12:08:16.236  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=tojime-narration raw=[3] That kind-hearted Gunman...\n[0] There was a Gunman who wiped out all the Mafia in that town that arose from revenge...\n---\n[0] There was a Gunman who wiped out all the Mafia in that town that arose from revenge...\n[3] That kind-hearted Gunman...\n---\n[1] The people in the town were afraid of his power...\n[4] They are still prowling around as ghosts, killing bad guys...\n[5] Is he really like that...?\n---\n[1] The people in the town were afraid of his power...\n[4] They are still prowling around as ghosts, killing bad guys...\n[5] Is he really like that...?\n[2] He chased them out of the town by burning their eyes and stitching their eyelids shut...\n---\n[2] He chased them out of the town by burning their eyes and stitching their eyelids shut\n[4] They are still prowling around as ghosts, killing bad guys...
09-10 12:08:16.237  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tojime-narration engine=qwen_batch json={"engine":"qwen_batch","translations":["There was a Gunman who wiped out all the Mafia in that town that arose from revenge...","The people in the town were afraid of his power...","He chased them out of the town by burning their eyes and stitching their eyelids shut","That kind-hearted Gunman...","They are still prowling around as ghosts, killing bad guys...","Is he really like that...?"]}
09-10 12:08:16.420  3972  3989 I LlamaJNI: Generation complete tokens=4 resultLength=12 durationMs=183 sampleMs=0.24 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:16.420  3972  3989 I LlamaBridge: generate completed status=success durationMs=183 responseLength=12
09-10 12:08:16.420  3972  3989 I LlamaTranslationBridge: generate success promptLength=115 translatedLength=12 maxTokens=768 durationMs=183
09-10 12:08:16.420  3972  3989 I LlamaTranslationBridge: generate raw=Are only me?
09-10 12:08:16.422  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=tojime-p35 bubbles=1 durationMs=183 pssKb=2161337 covered=1 sourceEchoes=1
09-10 12:08:16.423  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=tojime-p35 raw=Are only me?
09-10 12:08:16.423  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tojime-p35 engine=qwen_batch json={"engine":"qwen_batch","translations":["俺だけ?"]}
09-10 12:08:16.791  3972  3989 I LlamaJNI: Generation complete tokens=17 resultLength=41 durationMs=369 sampleMs=0.93 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:16.791  3972  3989 I LlamaBridge: generate completed status=success durationMs=368 responseLength=41
09-10 12:08:16.791  3972  3989 I LlamaTranslationBridge: generate success promptLength=128 translatedLength=41 maxTokens=768 durationMs=368
09-10 12:08:16.791  3972  3989 I LlamaTranslationBridge: generate raw=[1] Old hawk\n[0] Glimmering eye of Silora
09-10 12:08:16.794  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=tojime-sparse-title bubbles=2 durationMs=368 pssKb=2161353 covered=2 sourceEchoes=0
09-10 12:08:16.794  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=tojime-sparse-title raw=[1] Old hawk\n[0] Glimmering eye of Silora
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tojime-sparse-title engine=qwen_batch json={"engine":"qwen_batch","translations":["Glimmering eye of Silora","Old hawk"]}
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-dense-dialogue engine=qwen_perline bubbles=16 durationMs=4153 peakPssKb=2121211 success=true sourceEchoes=1
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-mixed-dialogue engine=qwen_perline bubbles=12 durationMs=6959 peakPssKb=2121003 success=true sourceEchoes=1
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-p28 engine=qwen_perline bubbles=12 durationMs=3225 peakPssKb=2121147 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-dense-emotional engine=qwen_perline bubbles=16 durationMs=5417 peakPssKb=2121387 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p04 engine=qwen_perline bubbles=8 durationMs=3228 peakPssKb=2121979 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p30 engine=qwen_perline bubbles=6 durationMs=2334 peakPssKb=2122075 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-sparse-single engine=qwen_perline bubbles=1 durationMs=223 peakPssKb=2122171 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-action-fantasy engine=qwen_perline bubbles=8 durationMs=4035 peakPssKb=2123403 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p19 engine=qwen_perline bubbles=6 durationMs=2171 peakPssKb=2121643 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p35 engine=qwen_perline bubbles=7 durationMs=2152 peakPssKb=2121707 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p21 engine=qwen_perline bubbles=13 durationMs=6821 peakPssKb=2121899 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p27 engine=qwen_perline bubbles=9 durationMs=4211 peakPssKb=2122107 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p33 engine=qwen_perline bubbles=7 durationMs=1609 peakPssKb=2122123 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-dense-action engine=qwen_perline bubbles=17 durationMs=4475 peakPssKb=2122299 success=true sourceEchoes=1
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-narration engine=qwen_perline bubbles=6 durationMs=4828 peakPssKb=2122395 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-p35 engine=qwen_perline bubbles=1 durationMs=232 peakPssKb=2122427 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-sparse-title engine=qwen_perline bubbles=2 durationMs=548 peakPssKb=2121435 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-dense-dialogue engine=qwen_batch bubbles=16 durationMs=2667 peakPssKb=2144074 success=true sourceEchoes=1
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-mixed-dialogue engine=qwen_batch bubbles=12 durationMs=5012 peakPssKb=2160474 success=true sourceEchoes=1
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-p28 engine=qwen_batch bubbles=12 durationMs=2056 peakPssKb=2160586 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-dense-emotional engine=qwen_batch bubbles=16 durationMs=3282 peakPssKb=2160762 success=true sourceEchoes=0
09-10 12:08:16.795  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p04 engine=qwen_batch bubbles=8 durationMs=1886 peakPssKb=2160890 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p30 engine=qwen_batch bubbles=6 durationMs=1508 peakPssKb=2160954 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-sparse-single engine=qwen_batch bubbles=1 durationMs=253 peakPssKb=2160970 success=true sourceEchoes=1
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-action-fantasy engine=qwen_batch bubbles=8 durationMs=2936 peakPssKb=2161146 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p19 engine=qwen_batch bubbles=6 durationMs=1356 peakPssKb=2161225 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p35 engine=qwen_batch bubbles=7 durationMs=1144 peakPssKb=2161401 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p21 engine=qwen_batch bubbles=13 durationMs=4138 peakPssKb=2160841 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p27 engine=qwen_batch bubbles=9 durationMs=2520 peakPssKb=2160985 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p33 engine=qwen_batch bubbles=7 durationMs=791 peakPssKb=2161033 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-dense-action engine=qwen_batch bubbles=17 durationMs=2408 peakPssKb=2161177 success=true sourceEchoes=1
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-narration engine=qwen_batch bubbles=6 durationMs=3203 peakPssKb=2161305 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-p35 engine=qwen_batch bubbles=1 durationMs=183 peakPssKb=2161337 success=true sourceEchoes=1
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-sparse-title engine=qwen_batch bubbles=2 durationMs=368 peakPssKb=2161353 success=true sourceEchoes=0
09-10 12:08:16.796  3972  3989 I ArchitectureSpikeTest: ARM_START arm=qwen_batch_grammar idKeyedBatch=true grammar=true sessionContext=false
09-10 12:08:20.688  3972  3989 I LlamaJNI: Generation complete tokens=277 resultLength=850 durationMs=3891 sampleMs=14.31 grammarMs=82.31 grammarRejections=4 grammar=1
09-10 12:08:20.688  3972  3989 I LlamaBridge: generate completed status=success durationMs=3892 responseLength=672
09-10 12:08:20.688  3972  3989 I LlamaTranslationBridge: generate success promptLength=382 translatedLength=670 maxTokens=768 durationMs=3892
09-10 12:08:20.688  3972  3989 I LlamaTranslationBridge: generate raw=[0] Only by collecting as many balloons as possible will they float!\n[1] Muu\n[6] It's because they're disposable cameras!\n[12] There are tons of Earth photos on the internet, right?\n[10] F**k\n[11] It's possible, but... it's not really practical...\n[2] This guy is an idiot\n[4] What the hell!?\n[5] Without helium, the balloons won't float!\n[9] Are you crazy enough to shoot in space with film?\n[7] Ah\n[8] It was cheap...\n[14] Ah\n[13] Even if you take pictures yourself, you'll still need to use a camera...\n[15] That's right... [1] ただ空気いれた風船をいくら集めても浮くわけねーだろ!! [2] こいつ絶対バカだし [3] なにあ然としてんの!? [4] ヘリウム入れないと風船は浮かねーよ!! [5] 宇宙でフィルム巻いてシャッターきる気か!? [6] あっ [7] 安かったので... [8] ああ [9]
09-10 12:08:20.693  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar case=balloon-dense-dialogue bubbles=16 durationMs=3892 pssKb=2166425 covered=16 sourceEchoes=1
09-10 12:08:20.693  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar case=balloon-dense-dialogue raw=[0] Only by collecting as many balloons as possible will they float!\n[1] Muu\n[6] It's because they're disposable cameras!\n[12] There are tons of Earth photos on the internet, right?\n[10] F**k\n[11] It's possible, but... it's not really practical...\n[2] This guy is an idiot\n[4] What the hell!?\n[5] Without helium, the balloons won't float!\n[9] Are you crazy enough to shoot in space with film?\n[7] Ah\n[8] It was cheap...\n[14] Ah\n[13] Even if you take pictures yourself, you'll still need to use a camera...\n[15] That's right... [1] ただ空気いれた風船をいくら集めても浮くわけねーだろ!! [2] こいつ絶対バカだし [3] なにあ然としてんの!? [4] ヘリウム入れないと風船は浮かねーよ!! [5] 宇宙でフィルム巻いてシャッターきる気か!? [6] あっ [7] 安かったので... [8] ああ [9]
09-10 12:08:20.693  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=balloon-dense-dialogue engine=qwen_batch_grammar json={"engine":"qwen_batch_grammar","translations":["Only by collecting as many balloons as possible will they float!","Muu","This guy is an idiot",".......?","What the hell!?","Without helium, the balloons won't float!","It's because they're disposable cameras!","Ah","It was cheap...","Are you crazy enough to shoot in space with film?","F**k","It's possible, but... it's not really practical...","There are tons of Earth photos on the internet, right?","Even if you take pictures yourself, you'll still need to use a camera...","Ah","That's right... [1] ただ空気いれた風船をいくら集めても浮くわけねーだろ!! [2] こいつ絶対バカだし [3] なにあ然としてんの!? [4] ヘリウム入れないと風船は浮かねーよ!! [5] 宇宙でフィルム巻いてシャッターきる気か!? [6] あっ [7] 安かったので... [8] ああ [9]"]}
09-10 12:08:25.670  3972  3989 I LlamaJNI: Generation complete tokens=314 resultLength=1117 durationMs=4976 sampleMs=16.66 grammarMs=141.63 grammarRejections=7 grammar=1
09-10 12:08:25.670  3972  3989 I LlamaBridge: generate completed status=success durationMs=4976 responseLength=1117
09-10 12:08:25.670  3972  3989 I LlamaTranslationBridge: generate success promptLength=552 translatedLength=1115 maxTokens=768 durationMs=4976
09-10 12:08:25.670  3972  3989 I LlamaTranslationBridge: generate raw=[5] Dream...? meaningless\n[0] Ten years later - Summer\n[3] Why would you want to apply to a third-rate university recommendation?\n[3] Why would you want to apply to a third-rate university recommendation?\n[5] Dream...? meaningless\n[0] Ten years later - Summer\n[0] Ten years later - Summer\n[3] Why would you want to apply to a third-rate university recommendation?\n[5] Dream...? meaningless\n[8] Good job, Ohashi...\n[6] There's a safer and more enjoyable path, so you should choose that.\n[7] I'm wrong?\n[1] Ohashi Ken\n[2] You have the academic ability to aim for a first-rate university.\n[4] There's no dream.\n[9] You're such a cute student that you can rely on a lot of things.\n[10] You can rely on a lot of things.\n[4] There's no dream.\n[9] You're such a cute student that you can rely on a lot of things.\n[2] You have the academic ability to aim for a first-rate university.\n[10] You can rely on a lot of things. \n[2] You have the academic ability to aim for a first-rate university. \n[4] There's no dream.\n[9] You're such a cute student that you can rely on a lot of things. \n[10] You can rely on a lot of things.
